"Vermögen p50","Vermögen p25","Vermögen p75"
24.0,0.0,102.0
59.0,0.0,229.0
31.0,0.0,144.0
118.0,6.0,408.0
12.5,0.0,85.5
47.0,0.0,246.0
0.0,0.0,25.5
34.0,0.0,170.0
2.0,0.0,26.0
20.0,0.0,188.0
10.0,0.0,64.0
22.0,0.0,143.0
44.0,1.0,245.0
321.0,66.5,1193.0
63.5,6.5,230.5
53.0,9.0,385.0
445.0,65.0,1533.0
82.0,7.0,458.0
436.0,101.0,1768.0
21.0,0.0,131.0
254.0,25.0,1020.5
37.0,3.0,179.0
197.5,37.0,618.0
22.0,0.0,105.0
28.0,0.0,160.5
117.0,17.0,377.0
6.0,0.0,59.0
58.0,5.0,298.5
309.0,59.0,1075.0
50.0,8.0,255.0
37.0,2.0,150.0
118.0,5.0,443.0
32.0,0.0,137.0
19.0,0.0,96.0
86.0,7.0,278.5
22.0,0.0,108.0
40.0,0.0,214.0
6.5,0.0,60.0
30.0,0.0,128.0
64.0,0.0,272.0
59.0,2.0,146.0
20.0,0.0,180.0
7.0,0.0,124.0
9.0,0.0,59.0
20.0,0.0,98.0
38.5,0.0,229.0
32.0,0.0,117.0
35.0,1.0,142.5
135.5,15.0,472.0
49.5,0.0,198.0
41.0,3.0,170.0
160.5,26.0,493.0
34.0,0.0,153.0
66.0,9.0,293.0
449.0,142.0,1366.0
91.5,16.0,311.0
99.0,9.0,583.0
774.0,189.0,2406.0
106.0,19.0,601.0
68.0,6.0,358.0
479.5,108.5,1609.5
130.0,18.0,420.0
59.0,9.0,278.0
316.5,80.5,1253.5
37.0,0.0,181.0
77.0,8.0,388.5
381.5,92.5,1212.0
47.0,2.0,200.0
72.0,9.0,287.0
308.0,75.0,994.0
34.5,0.0,209.0
63.0,6.0,262.0
289.0,70.0,904.0
40.0,0.0,250.0
53.0,3.0,273.0
307.5,44.0,1067.0
67.0,10.0,235.0
32.0,1.0,149.0
138.0,13.0,430.0
18.0,0.0,102.0
15.0,0.0,100.0
56.0,6.0,252.0
250.0,57.0,728.0
36.0,0.0,143.0
34.0,2.0,139.0
113.0,8.0,431.0
26.0,0.0,114.0
17.0,0.0,94.0
60.5,1.0,237.0
3.0,0.0,42.0
32.0,1.0,147.0
118.0,5.0,422.0
8.0,0.0,77.0
14.0,0.0,93.0
49.0,0.0,248.0
0.0,0.0,30.0
9.0,0.0,66.0
28.0,0.0,170.0
10.0,0.0,77.0
17.0,0.0,178.0
0.0,0.0,8.0
22.0,0.0,147.0
45.0,2.0,267.0
313.0,71.0,1161.0
85.0,14.0,320.5
45.0,7.0,337.0
353.0,46.0,1281.0
84.0,6.0,448.0
625.0,152.0,2289.0
26.5,0.5,143.0
232.0,32.0,949.0
40.0,4.0,189.0
202.0,37.0,643.0
25.0,1.0,140.0
27.0,0.0,155.0
109.0,15.0,382.0
64.0,5.0,322.0
340.0,74.0,1159.0
50.5,2.0,195.0
40.0,2.0,162.0
126.5,5.0,458.0
40.0,1.0,173.0
18.0,0.0,95.0
88.0,8.0,289.0
18.0,0.0,74.0
39.0,0.0,214.0
28.0,0.0,131.0
70.0,0.0,327.0
74.0,16.0,187.0
21.0,0.0,179.0
14.5,0.0,106.0
10.0,0.0,61.0
3.0,0.0,70.0
21.0,0.0,103.0
44.0,0.0,240.0
42.0,0.0,128.0
38.0,3.0,163.0
158.5,25.0,509.0
59.5,0.0,230.0
41.0,3.0,174.0
175.0,27.0,523.0
37.0,1.0,176.0
67.0,10.0,310.0
489.0,151.0,1473.0
98.0,20.17,385.0
106.0,10.0,616.0
795.0,197.0,2559.0
130.0,20.0,698.0
73.0,7.0,371.5
508.0,122.0,1706.0
118.5,20.0,424.0
62.0,9.0,280.5
357.0,90.0,1316.0
50.0,1.0,222.0
78.5,7.1,400.5
363.0,86.0,1227.0
49.0,2.5,208.5
75.0,9.0,300.0
318.0,93.0,875.0
44.5,0.0,171.5
58.0,6.0,264.0
305.0,61.0,971.0
60.0,1.0,286.5
48.0,4.0,254.0
335.0,58.0,1197.0
58.5,8.0,212.0
32.0,1.0,152.5
140.0,15.0,442.0
39.0,0.0,230.0
1.0,0.0,33.0
55.0,5.0,261.0
259.0,60.0,754.0
43.0,1.0,159.0
127.0,10.0,453.0
28.0,0.0,124.0
62.0,0.0,253.0
3.0,0.0,48.0
33.0,1.0,150.0
124.0,8.0,453.0
12.5,0.0,92.0
50.0,0.0,251.0
29.0,0.0,173.0
10.0,0.0,78.0
18.0,0.0,185.0
44.0,1.0,253.0
342.5,73.0,1276.0
77.0,6.0,315.0
49.1,8.0,314.0
475.0,100.0,1719.0
88.0,6.0,442.0
610.0,135.0,2441.0
20.0,1.0,142.0
215.0,47.0,906.0
40.0,3.0,200.0
201.0,39.5,622.0
27.0,1.0,117.0
27.0,1.0,148.0
101.0,8.0,378.0
7.0,0.0,62.0
65.0,5.0,336.0
333.0,76.0,1164.0
54.0,3.0,236.0
39.0,2.0,173.0
145.0,10.0,475.0
41.0,0.0,200.0
95.0,9.0,297.0
19.0,0.0,83.5
25.0,0.0,113.0
46.0,0.0,236.0
13.0,0.0,85.0
31.0,1.0,138.0
80.5,0.0,363.5
44.0,7.0,153.0
14.0,0.0,81.0
23.0,0.0,207.0
9.0,0.0,125.0
9.0,0.0,62.0
1.0,0.0,36.0
21.0,0.0,106.0
52.5,0.0,252.0
32.0,0.0,139.0
41.0,3.0,166.0
194.0,45.0,594.0
56.5,0.0,234.0
42.0,3.0,176.0
173.0,29.0,526.0
42.5,0.0,188.0
69.0,9.0,321.0
458.0,133.0,1410.0
113.0,24.0,457.0
110.0,10.0,632.0
795.0,199.0,2511.0
125.0,16.0,780.0
76.0,8.0,401.0
504.5,120.0,1700.0
147.0,29.0,448.0
63.0,10.0,304.0
368.0,91.0,1284.0
44.5,3.0,296.0
80.0,8.0,409.0
359.5,84.0,1209.0
48.0,4.0,218.5
77.0,10.0,312.0
344.0,96.0,908.0
79.0,6.0,381.0
56.0,5.0,284.0
324.0,77.0,1048.0
71.0,4.0,305.0
55.0,5.0,286.0
323.5,61.5,1142.5
58.0,8.0,303.0
34.0,2.0,162.0
140.0,15.0,438.0
24.5,0.0,114.0
16.0,0.0,100.0
42.0,0.0,233.0
55.0,5.0,271.5
262.5,59.0,745.0
38.0,1.0,159.0
35.0,2.0,150.0
137.0,16.0,460.0
31.5,0.0,131.0
17.0,0.0,100.0
64.0,1.0,260.0
35.0,1.0,161.0
131.0,10.0,464.0
14.0,0.0,106.0
14.0,0.0,95.0
51.0,0.0,253.0
1.0,0.0,32.0
29.0,0.0,172.0
12.0,0.0,82.5
15.0,0.0,178.0
11.0,0.0,67.5
22.0,0.0,145.0
49.0,2.0,262.0
345.13,61.0,1327.0
84.0,11.0,380.0
69.0,10.0,401.0
598.0,159.0,1778.0
98.0,7.0,435.0
475.5,133.5,1727.5
22.0,1.0,113.0
216.5,36.0,927.5
42.0,4.0,213.0
208.0,45.0,617.0
28.0,0.0,136.0
25.0,1.0,132.0
99.5,9.0,374.0
4.0,0.0,49.0
68.0,7.0,333.0
345.0,79.0,1169.0
60.0,6.0,241.0
41.0,3.0,178.0
153.0,14.0,495.0
52.0,3.0,259.0
19.0,0.0,98.0
98.0,9.0,301.0
21.0,0.0,95.0
25.0,0.0,117.0
51.0,0.0,234.5
92.5,3.5,373.0
39.5,0.0,156.0
15.0,0.0,86.0
29.0,0.0,209.5
12.0,0.0,113.0
7.0,0.0,88.0
54.0,0.0,277.0
42.0,1.0,146.0
42.0,3.0,172.0
228.0,55.0,658.0
50.0,0.0,241.0
43.0,3.0,172.74
186.0,33.0,533.0
38.0,1.0,189.0
68.0,8.0,319.0
483.0,140.0,1443.0
117.0,23.0,439.0
116.0,12.0,647.5
832.0,204.0,2509.0
147.0,17.0,806.0
79.0,9.0,399.0
525.0,130.0,1635.0
135.5,23.0,455.0
62.5,10.0,311.5
391.0,105.5,1274.0
64.5,9.0,318.5
75.0,6.0,395.5
371.5,84.0,1241.0
61.0,5.0,247.0
76.0,8.0,306.0
367.0,100.0,1005.0
98.0,11.5,414.0
60.0,5.0,278.0
356.0,94.5,1114.5
59.5,3.5,239.0
54.0,5.0,281.0
326.0,59.0,1222.0
54.0,4.0,313.0
35.0,1.0,163.0
144.0,18.0,450.0
21.0,0.0,120.0
17.0,0.0,101.0
45.0,0.0,241.5
55.0,6.0,265.0
259.0,61.0,760.0
44.0,1.0,168.5
36.0,3.0,155.0
145.5,18.0,477.0
44.0,2.0,161.0
18.0,0.0,100.0
68.0,2.0,267.0
34.0,1.0,162.0
134.0,9.0,458.5
16.0,0.0,98.0
52.0,0.0,251.0
2.0,0.0,38.0
31.0,0.0,176.0
3.0,0.0,32.0
18.0,0.0,178.0
12.0,0.0,68.0
21.0,0.0,141.0
47.0,1.0,276.0
373.0,71.0,1438.0
115.0,10.0,320.0
57.0,6.0,312.5
647.0,197.0,2215.0
80.0,5.0,410.0
614.0,157.0,1714.0
28.0,1.0,133.0
193.0,39.0,997.0
44.0,5.0,208.0
218.0,48.5,655.5
30.0,1.5,161.0
117.0,14.0,398.0
5.5,0.0,57.0
73.0,7.0,327.0
348.5,76.5,1244.0
78.0,2.5,291.0
44.0,3.0,182.0
176.0,26.0,541.0
66.0,4.0,264.0
21.0,0.0,107.0
113.0,12.0,317.0
30.0,0.0,102.0
27.0,0.0,121.0
65.0,0.0,271.0
32.0,1.0,130.0
107.0,8.0,424.0
80.5,7.0,185.0
18.0,0.0,93.0
56.5,0.0,276.0
22.0,0.0,164.0
11.0,0.0,70.0
16.0,0.0,116.0
2.0,0.0,54.0
25.0,0.0,119.0
80.0,1.0,299.5
41.0,2.0,180.5
49.0,6.0,187.0
244.5,53.0,689.5
74.0,3.0,279.0
45.0,4.0,185.5
201.5,38.0,568.0
44.0,1.0,170.0
73.0,10.0,321.0
513.0,154.0,1463.0
146.0,30.0,493.0
107.0,12.0,597.0
819.0,205.5,2461.5
167.0,16.0,778.0
80.5,10.0,420.0
554.5,153.5,1761.0
150.0,31.0,548.0
65.0,9.0,314.0
401.0,114.0,1359.0
86.0,8.0,377.0
79.5,8.0,406.0
370.0,85.0,1236.0
61.0,6.0,248.0
77.5,9.0,313.5
368.5,98.0,1063.0
100.5,10.0,396.0
59.0,6.0,289.0
374.0,93.0,1128.0
72.0,7.5,238.5
58.0,5.0,291.0
339.0,68.0,1203.0
75.0,17.0,390.0
35.0,2.0,160.0
150.0,23.0,445.5
29.0,0.0,148.0
19.0,0.0,110.0
59.0,0.0,259.0
7.0,0.0,64.5
56.0,6.0,274.0
263.0,66.0,765.0
53.0,3.0,195.0
39.0,3.0,159.0
171.0,29.0,552.0
50.0,3.0,171.0
18.0,0.0,104.0
73.0,2.0,281.0
4.0,0.0,48.0
36.0,2.0,163.0
147.0,16.0,497.0
25.0,0.0,172.5
16.0,0.0,102.0
59.0,0.0,267.0
12.0,0.0,76.0
37.0,0.0,197.0
3.0,0.0,39.0
12.0,0.0,85.0
24.0,0.0,213.0
30.0,0.0,162.0
41.0,2.0,266.0
413.0,92.0,1597.0
72.0,6.0,474.0
62.0,10.0,349.5
621.0,121.0,2219.5
88.0,6.0,429.5
551.5,138.0,1768.0
25.0,0.0,143.0
221.0,37.0,1017.0
43.0,4.0,208.0
227.0,46.0,669.0
29.0,1.0,148.0
28.0,1.0,149.0
131.0,13.0,446.0
10.5,0.0,80.0
72.5,7.0,327.5
379.0,93.0,1296.0
91.0,9.0,328.0
42.0,3.0,186.0
190.0,29.0,595.0
61.5,3.0,306.0
21.0,0.0,110.0
119.0,15.0,336.0
28.0,1.0,111.0
30.0,1.0,129.0
85.0,3.0,321.5
22.0,0.0,109.5
34.0,2.0,146.0
119.0,6.0,427.0
71.0,10.0,296.0
20.0,0.0,101.0
86.2,2.0,380.0
40.0,0.0,171.5
13.0,0.0,76.0
23.0,0.0,137.5
3.0,0.0,55.0
25.0,0.0,125.0
95.0,2.0,364.0
32.5,1.0,164.0
55.0,7.0,201.0
264.0,82.0,740.0
84.0,5.5,310.5
44.0,4.0,186.0
207.5,42.0,593.0
51.0,3.0,193.0
72.0,9.0,336.0
530.0,149.0,1541.0
133.0,27.0,481.0
106.0,12.0,595.0
875.0,223.0,2621.0
204.0,35.0,804.0
82.0,10.0,427.0
607.0,164.0,1829.0
167.0,27.5,532.5
68.0,10.0,317.0
419.0,109.5,1342.0
72.0,7.0,419.0
78.0,8.0,428.5
385.0,89.0,1297.0
57.0,7.0,265.0
79.0,11.0,338.0
394.0,113.0,1124.0
100.0,4.0,386.0
67.5,7.0,303.5
448.0,119.0,1410.0
70.0,5.0,307.0
59.0,6.0,298.0
322.5,71.0,1277.0
95.0,21.0,420.0
36.0,2.0,162.0
157.0,25.0,459.0
66.0,0.0,290.0
6.0,0.0,73.0
56.0,6.0,275.0
273.0,70.0,789.0
51.0,3.0,213.0
187.0,34.5,568.5
61.0,5.0,225.0
18.0,0.0,110.0
76.0,2.0,300.0
4.0,0.0,53.0
35.0,2.0,158.0
166.0,19.0,538.0
35.0,0.0,197.0
16.0,0.0,101.0
63.0,1.0,289.5
11.0,0.0,72.0
42.0,0.0,223.5
5.0,0.0,42.0
13.0,0.0,93.0
26.0,0.0,210.0
13.0,0.0,69.0
43.0,2.0,283.0
400.0,79.0,1517.0
80.0,2.0,532.0
53.5,4.0,292.0
584.0,199.0,2112.0
80.0,5.0,402.0
509.0,156.0,1799.0
21.0,1.0,156.0
225.0,41.0,895.0
43.0,4.0,198.0
211.0,41.0,640.0
38.0,2.0,187.0
25.0,0.0,153.0
131.0,13.0,434.0
11.5,0.0,104.0
69.0,7.0,329.0
376.0,99.0,1177.0
100.0,15.0,289.0
43.5,4.0,183.0
202.0,28.0,631.0
65.0,8.0,282.0
22.0,0.0,113.0
120.0,15.0,342.0
28.0,0.0,113.0
31.0,1.0,132.0
90.0,4.0,320.0
38.0,2.0,148.0
149.5,6.0,472.0
52.5,6.5,171.0
115.0,5.0,451.0
50.5,0.0,187.5
14.0,0.0,78.0
25.0,0.0,139.0
6.0,0.0,64.0
27.0,1.0,127.0
97.0,1.0,367.0
49.0,1.0,170.0
56.0,7.0,202.0
291.0,86.0,774.0
100.0,8.0,323.0
44.0,4.0,183.0
212.0,45.0,620.0
56.0,4.0,185.0
72.0,10.0,333.0
544.0,150.0,1669.0
134.0,23.0,452.0
100.0,10.0,529.0
752.0,209.0,2453.0
228.0,31.0,777.0
85.0,10.0,424.0
578.0,158.0,1778.0
200.5,41.0,579.0
66.0,10.0,308.0
374.0,104.0,1281.0
70.0,8.0,277.0
74.0,8.0,409.5
380.0,83.0,1233.0
72.5,7.0,270.5
83.0,11.0,340.5
403.0,107.5,1150.0
108.0,12.5,363.5
67.0,7.0,300.0
424.0,115.0,1190.0
73.0,4.0,330.0
61.0,6.0,296.0
315.0,64.0,1217.0
105.0,18.0,442.0
160.0,27.0,456.0
40.0,1.0,174.0
71.0,1.0,291.0
5.0,0.0,66.0
55.0,6.0,271.0
268.0,63.0,762.0
51.5,2.0,224.5
40.0,4.0,164.0
202.0,41.0,601.0
63.0,8.0,220.0
18.0,0.0,108.0
76.0,2.0,298.0
4.0,0.0,55.0
36.0,2.0,165.0
168.0,21.0,549.0
44.0,0.0,189.0
16.0,0.0,104.0
68.0,2.0,279.0
10.0,0.0,73.0
46.0,0.0,229.0
4.0,0.0,36.0
13.0,0.0,89.0
35.0,0.0,222.0
12.0,0.0,69.0
37.0,0.0,179.0
49.0,2.0,293.0
445.0,87.5,1630.5
97.5,4.0,550.0
54.5,2.0,319.0
674.5,139.5,1965.5
79.0,10.5,436.5
553.0,195.0,1959.0
23.0,1.0,148.0
254.0,44.0,929.0
44.0,4.0,205.0
216.0,45.0,655.0
43.0,2.0,192.0
27.0,0.0,151.0
150.0,16.0,453.0
12.0,0.0,87.0
71.5,8.0,346.0
424.0,110.0,1257.0
103.0,22.0,409.0
48.0,4.0,200.0
214.0,33.0,672.0
68.0,6.0,281.0
22.0,0.0,115.5
119.5,15.0,347.0
29.0,0.0,119.0
32.0,2.0,138.0
93.0,6.0,355.0
35.0,0.0,140.0
42.0,3.0,164.0
161.0,9.0,530.0
72.0,8.0,209.0
135.0,9.0,493.0
69.0,1.0,213.0
15.0,0.0,82.0
8.0,0.0,90.0
29.0,1.0,133.0
113.0,6.0,420.5
49.0,2.5,166.0
65.0,7.0,234.0
317.0,110.0,842.0
116.0,17.0,473.0
45.0,4.0,194.0
222.5,48.5,662.0
64.5,5.0,224.0
78.0,12.0,348.0
577.0,180.0,1637.0
134.0,24.0,472.0
105.0,10.0,553.0
793.0,213.0,2639.0
208.0,36.0,738.0
88.0,11.0,445.0
590.0,166.0,1943.5
190.5,33.0,574.0
66.0,9.0,318.0
449.0,123.0,1446.0
81.0,9.0,308.0
79.0,8.0,429.0
391.5,90.0,1281.0
66.0,5.0,275.0
84.0,10.0,353.0
427.0,120.0,1194.5
107.0,11.0,566.0
69.5,8.0,300.0
448.5,121.0,1302.0
133.0,7.0,412.0
57.0,5.0,292.0
352.0,81.0,1188.0
105.0,23.0,480.0
39.0,3.0,172.0
172.5,31.0,497.5
42.0,2.0,180.0
74.0,2.0,296.0
7.0,0.0,79.0
58.0,6.0,280.0
275.0,69.0,810.0
56.0,2.0,262.0
42.0,5.0,168.0
201.5,47.0,618.0
65.5,7.0,241.0
19.0,0.0,113.0
84.0,3.0,312.0
5.0,0.0,64.0
40.0,2.0,173.0
195.0,25.0,598.0
47.0,1.0,220.0
73.0,2.0,303.0
3.0,0.0,60.0
42.0,0.0,234.0
39.0,0.0,245.0
40.0,0.0,175.0
57.0,3.0,319.5
446.5,98.0,1533.5
110.0,9.5,563.0
65.0,4.0,329.0
774.0,80.0,1639.0
85.0,8.0,461.0
660.0,222.0,1988.0
22.0,1.0,164.5
267.0,55.0,774.0
49.0,5.0,215.0
232.0,53.0,691.0
46.0,2.0,221.0
27.0,0.0,160.0
164.0,15.0,483.0
15.0,0.0,105.0
83.5,12.0,364.0
492.0,129.0,1394.0
124.0,23.0,434.0
55.0,6.0,218.0
238.0,40.0,719.0
82.0,10.0,296.0
24.0,0.0,121.0
124.0,16.0,379.5
37.0,2.0,153.0
109.0,10.0,399.0
43.0,0.0,177.0
46.5,4.0,184.5
184.0,15.0,556.0
87.5,8.5,222.0
29.0,0.0,133.0
135.0,10.0,482.0
73.0,6.0,222.0
15.5,0.0,103.0
33.0,1.0,146.0
119.0,5.0,429.0
55.0,3.0,209.0
68.0,8.0,251.0
367.0,134.0,1022.0
123.0,18.0,452.0
52.0,6.0,206.0
253.0,59.0,700.0
72.0,6.0,245.0
83.0,12.0,357.0
630.0,200.0,1743.5
135.5,30.0,474.0
115.0,14.0,577.0
817.0,220.0,2644.0
180.5,31.0,763.0
97.0,12.0,473.0
645.5,187.0,2018.0
197.0,50.0,638.0
75.0,9.0,320.0
509.5,149.0,1590.0
90.0,13.0,368.0
82.0,9.0,444.0
404.0,96.0,1297.0
69.0,7.0,290.0
94.0,13.0,367.0
416.0,114.0,1198.0
153.5,10.5,433.0
80.0,8.0,324.0
491.5,134.0,1361.0
125.5,4.0,476.0
58.0,5.0,281.0
416.5,98.0,1395.0
140.5,15.0,539.0
45.0,4.0,184.0
189.0,42.0,533.0
49.0,3.0,200.0
27.0,0.0,129.0
85.0,3.0,312.0
9.0,0.0,93.0
63.0,8.0,294.0
299.0,79.0,836.0
64.0,3.0,270.0
50.0,6.0,182.0
212.0,50.0,626.0
73.0,10.0,240.0
20.0,0.0,119.0
93.5,4.0,334.0
4.0,0.0,63.0
43.0,3.0,181.0
216.0,39.0,639.0
62.0,1.0,261.0
84.0,2.0,335.0
4.0,0.0,69.0
57.0,1.0,261.0
5.5,0.0,52.0
15.0,0.0,97.0
45.0,0.0,276.0
14.0,0.0,79.0
46.0,1.0,191.0
54.0,2.0,273.0
395.5,88.0,1678.0
83.0,7.0,357.0
57.5,1.0,367.0
517.0,126.0,1762.0
83.0,6.0,446.0
660.5,244.0,2125.0
25.0,1.0,182.0
250.0,31.0,963.0
52.0,5.0,215.0
243.5,53.0,722.0
52.5,3.0,215.0
29.0,0.0,160.5
147.0,11.0,511.0
18.0,0.0,117.0
83.0,10.0,367.0
474.0,125.0,1458.0
138.0,22.0,469.0
52.0,4.5,214.0
248.5,37.0,770.5
84.0,8.0,326.0
26.0,0.0,120.0
130.5,14.0,400.0
32.0,1.5,143.0
38.0,2.0,154.0
110.0,7.0,426.0
47.0,1.0,172.0
47.0,3.0,171.5
176.5,6.0,520.0
106.0,13.0,336.0
122.0,3.0,454.0
71.5,5.0,232.0
18.0,0.0,90.0
44.0,0.0,194.0
13.0,0.0,95.0
31.0,1.0,145.0
123.0,5.0,448.0
64.0,4.5,217.5
67.0,8.0,252.0
390.0,130.0,1065.0
161.0,32.0,445.0
50.0,4.0,206.0
263.0,61.0,741.0
75.5,5.0,270.0
81.0,11.0,356.0
658.0,192.0,1773.0
141.0,25.0,477.0
114.0,13.0,563.0
854.5,235.5,2826.0
206.0,35.0,698.0
94.0,13.0,493.5
697.0,196.0,2084.0
249.0,55.0,760.0
72.0,8.0,325.0
541.5,156.0,1595.0
96.0,11.0,443.0
80.5,8.0,454.0
433.0,97.0,1331.5
71.0,6.0,276.0
85.0,9.0,391.0
349.0,73.0,1086.0
95.0,1.0,395.0
77.0,7.0,320.0
476.0,135.0,1456.0
122.0,4.0,412.0
58.0,5.0,301.0
420.0,101.0,1444.0
128.0,15.0,412.0
45.0,3.0,188.0
196.0,38.0,560.0
49.0,5.0,208.0
27.0,0.0,128.0
83.0,3.0,323.0
11.0,0.0,106.0
64.0,7.0,303.0
300.0,78.0,869.0
80.0,5.0,294.0
50.0,5.0,188.0
230.5,47.0,673.0
81.0,11.0,257.0
94.0,3.0,342.0
5.0,0.0,69.0
43.0,2.0,186.0
217.0,29.0,684.5
69.0,1.0,294.0
19.0,0.0,115.0
83.0,1.0,368.0
8.0,0.0,86.5
13.0,0.0,80.0
60.0,2.0,276.0
7.0,0.0,66.0
14.0,0.0,96.0
43.5,0.0,264.5
1.0,0.0,27.0
49.0,1.0,201.0
